player,score
"['agent_HungThom', 'agent_Thu_Trang', 'Dat', 'agent_TongMinh']","[17, 9, 7, 3]"
"['agent_TongMinh', 'agent_HungThom', 'agent_Thu_Trang', 'longlee']","[17, 16, 11, 10]"
"['agent_HungThom', 'agent_Thu_Trang', 'agent_TongMinh', 'phi']","[15, 13, 13, 5]"
"['Trang9PM_1905', 'agent_HungThom', 'agent_Thu_Trang', 'agent_TongMinh']","[15, 13, 12, 9]"
"['agent_HungThom', 'agent_TongMinh', 'agent_Thu_Trang', 'Trangold']","[15, 13, 12, 4]"
"['agent_HungThom', 'agent_Thu_Trang', 'agent_TongMinh', 'Viet_Anh']","[18, 12, 10, 4]"
"['agent_xung', 'agent_HungThom', 'agent_Thu_Trang', 'Dat']","[16, 14, 9, 9]"
"['agent_HungThom', 'agent_xung', 'agent_Thu_Trang', 'longlee']","[15, 8, 4, 4]"
"['agent_HungThom', 'agent_Thu_Trang', 'agent_xung', 'phi']","[16, 13, 12, 7]"
"['agent_HungThom', 'agent_Thu_Trang', 'agent_xung', 'Trang9PM_1905']","[16, 11, 9, 6]"
"['agent_Thu_Trang', 'agent_HungThom', 'Trangold', 'agent_xung']","[17, 8, 8, 7]"
"['agent_xung', 'agent_Thu_Trang', 'Viet_Anh', 'agent_HungThom']","[15, 10, 10, 7]"
"['Dat', 'agent_Thu_Trang', 'agent_HungThom', 'longlee']","[16, 12, 10, 8]"
"['Dat', 'agent_HungThom', 'agent_Thu_Trang', 'phi']","[15, 13, 13, 7]"
"['Dat', 'agent_HungThom', 'agent_Thu_Trang', 'Trang9PM_1905']","[16, 11, 11, 10]"
"['agent_Thu_Trang', 'agent_HungThom', 'Trangold', 'Dat']","[15, 10, 10, 5]"
"['agent_HungThom', 'agent_Thu_Trang', 'Viet_Anh', 'Dat']","[18, 11, 7, 4]"
"['phi', 'agent_Thu_Trang', 'agent_HungThom', 'longlee']","[19, 13, 10, 6]"
"['agent_HungThom', 'agent_Thu_Trang', 'Trang9PM_1905', 'longlee']","[16, 14, 12, 0]"
"['longlee', 'agent_HungThom', 'Trangold', 'agent_Thu_Trang']","[15, 13, 11, 9]"
"['agent_Thu_Trang', 'agent_HungThom', 'Viet_Anh', 'longlee']","[15, 10, 5, 3]"
"['agent_HungThom', 'agent_Thu_Trang', 'phi', 'Trang9PM_1905']","[16, 13, 7, 7]"
"['Trangold', 'phi', 'agent_Thu_Trang', 'agent_HungThom']","[19, 15, 14, 7]"
"['agent_HungThom', 'Viet_Anh', 'phi', 'agent_Thu_Trang']","[17, 15, 12, 4]"
"['agent_HungThom', 'Trang9PM_1905', 'Trangold', 'agent_Thu_Trang']","[18, 6, 3, 2]"
"['agent_HungThom', 'agent_Thu_Trang', 'Viet_Anh', 'Trang9PM_1905']","[15, 10, 10, 8]"
"['Trangold', 'agent_HungThom', 'Viet_Anh', 'agent_Thu_Trang']","[16, 14, 12, 4]"
"['agent_TongMinh', 'agent_HungThom', 'Dat', 'agent_xung']","[19, 13, 10, 7]"
"['agent_HungThom', 'agent_TongMinh', 'agent_xung', 'longlee']","[16, 13, 9, 6]"
"['phi', 'agent_TongMinh', 'agent_HungThom', 'agent_xung']","[16, 14, 11, 7]"
"['Trang9PM_1905', 'agent_HungThom', 'agent_xung', 'agent_TongMinh']","[15, 12, 10, 8]"
"['agent_TongMinh', 'agent_HungThom', 'Trangold', 'agent_xung']","[16, 15, 14, 12]"
"['agent_xung', 'Viet_Anh', 'agent_HungThom', 'agent_TongMinh']","[15, 9, 8, 4]"
"['agent_TongMinh', 'agent_HungThom', 'Dat', 'longlee']","[18, 14, 10, 10]"
"['agent_TongMinh', 'phi', 'Dat', 'agent_HungThom']","[15, 13, 12, 10]"
"['agent_HungThom', 'Trang9PM_1905', 'Dat', 'agent_TongMinh']","[15, 10, 9, 6]"
"['agent_HungThom', 'agent_TongMinh', 'Trangold', 'Dat']","[15, 13, 6, 5]"
"['agent_HungThom', 'agent_TongMinh', 'Dat', 'Viet_Anh']","[17, 13, 11, 10]"
"['agent_HungThom', 'phi', 'agent_TongMinh', 'longlee']","[16, 12, 10, 8]"
"['Trang9PM_1905', 'agent_TongMinh', 'agent_HungThom', 'longlee']","[16, 13, 8, 5]"
"['Trangold', 'agent_HungThom', 'agent_TongMinh', 'longlee']","[18, 9, 9, 6]"
"['longlee', 'agent_HungThom', 'Viet_Anh', 'agent_TongMinh']","[17, 10, 6, 4]"
"['Trang9PM_1905', 'agent_TongMinh', 'agent_HungThom', 'phi']","[16, 13, 7, 7]"
"['Trangold', 'phi', 'agent_HungThom', 'agent_TongMinh']","[15, 13, 8, 3]"
"['agent_TongMinh', 'phi', 'Viet_Anh', 'agent_HungThom']","[17, 12, 11, 5]"
"['agent_HungThom', 'Trang9PM_1905', 'agent_TongMinh', 'Trangold']","[15, 14, 10, 8]"
"['agent_HungThom', 'Trang9PM_1905', 'agent_TongMinh', 'Viet_Anh']","[18, 4, 3, 3]"
"['Viet_Anh', 'agent_TongMinh', 'agent_HungThom', 'Trangold']","[15, 13, 9, 8]"
"['agent_xung', 'Dat', 'agent_HungThom', 'longlee']","[19, 10, 9, 8]"
"['agent_HungThom', 'agent_xung', 'phi', 'Dat']","[15, 15, 12, 7]"
"['Trang9PM_1905', 'agent_HungThom', 'Dat', 'agent_xung']","[15, 14, 14, 11]"
"['Trangold', 'agent_HungThom', 'Dat', 'agent_xung']","[15, 8, 4, 1]"
"['agent_HungThom', 'agent_xung', 'Viet_Anh', 'Dat']","[17, 14, 11, 10]"
"['agent_HungThom', 'agent_xung', 'longlee', 'phi']","[15, 15, 13, 6]"
"['longlee', 'agent_HungThom', 'agent_xung', 'Trang9PM_1905']","[16, 14, 14, 10]"
"['agent_HungThom', 'longlee', 'Trangold', 'agent_xung']","[16, 7, 7, 6]"
"['longlee', 'Viet_Anh', 'agent_HungThom', 'agent_xung']","[16, 14, 13, 9]"
"['agent_HungThom', 'agent_xung', 'Trang9PM_1905', 'phi']","[15, 9, 9, 7]"
"['phi', 'agent_HungThom', 'Trangold', 'agent_xung']","[16, 13, 13, 8]"
"['agent_HungThom', 'phi', 'Viet_Anh', 'agent_xung']","[17, 10, 9, 3]"
"['agent_HungThom', 'Trangold', 'Trang9PM_1905', 'agent_xung']","[16, 13, 8, 6]"
"['Viet_Anh', 'Trang9PM_1905', 'agent_HungThom', 'agent_xung']","[16, 11, 9, 4]"
"['Trangold', 'agent_HungThom', 'agent_xung', 'Viet_Anh']","[19, 11, 10, 9]"
"['agent_HungThom', 'longlee', 'phi', 'Dat']","[19, 8, 7, 6]"
"['Dat', 'Trang9PM_1905', 'longlee', 'agent_HungThom']","[15, 13, 9, 6]"
"['agent_HungThom', 'Trangold', 'longlee', 'Dat']","[15, 12, 9, 8]"
"['agent_HungThom', 'longlee', 'Dat', 'Viet_Anh']","[18, 16, 9, 7]"
"['Dat', 'phi', 'agent_HungThom', 'Trang9PM_1905']","[15, 14, 12, 9]"
"['agent_HungThom', 'Trangold', 'Dat', 'phi']","[15, 12, 8, 7]"
"['agent_HungThom', 'phi', 'Viet_Anh', 'Dat']","[15, 11, 10, 7]"
"['Trang9PM_1905', 'agent_HungThom', 'Trangold', 'Dat']","[17, 14, 8, 1]"
"['agent_HungThom', 'Trang9PM_1905', 'Dat', 'Viet_Anh']","[22, 11, 9, 6]"
"['Trangold', 'Dat', 'agent_HungThom', 'Viet_Anh']","[20, 17, 12, 12]"
"['phi', 'longlee', 'agent_HungThom', 'Trang9PM_1905']","[17, 16, 11, 7]"
"['phi', 'Trangold', 'agent_HungThom', 'longlee']","[15, 13, 12, 7]"
"['phi', 'longlee', 'agent_HungThom', 'Viet_Anh']","[21, 14, 13, 3]"
"['Trang9PM_1905', 'agent_HungThom', 'longlee', 'Trangold']","[15, 5, 3, 3]"
"['Trang9PM_1905', 'agent_HungThom', 'Viet_Anh', 'longlee']","[17, 7, 5, 3]"
"['Trangold', 'agent_HungThom', 'longlee', 'Viet_Anh']","[16, 15, 15, 10]"
"['phi', 'Trang9PM_1905', 'Trangold', 'agent_HungThom']","[17, 13, 7, 2]"
"['Trang9PM_1905', 'agent_HungThom', 'phi', 'Viet_Anh']","[17, 10, 8, 4]"
"['phi', 'Viet_Anh', 'Trangold', 'agent_HungThom']","[20, 15, 9, 6]"
"['agent_HungThom', 'Trangold', 'Trang9PM_1905', 'Viet_Anh']","[18, 16, 9, 8]"
"['agent_NA', 'agent_NhatMinh', 'agent_MA', 'agent_Khanh']","[16, 14, 8, 0]"
"['agent_MA', 'agent_NA', 'agent_Phong', 'agent_Khanh']","[15, 11, 9, 3]"
"['agent_Khanh', 'agent_NA', 'agent_MA', 'agent_random']","[15, 11, 6, 4]"
"['agent_NA', 'agent_MA', 'agent_Thu_Trang', 'agent_Khanh']","[15, 12, 12, 6]"
"['agent_NA', 'agent_TongMinh', 'agent_MA', 'agent_Khanh']","[15, 14, 10, 8]"
"['agent_NA', 'agent_MA', 'agent_Khanh', 'agent_xung']","[15, 14, 12, 4]"
"['agent_Khanh', 'agent_NA', 'agent_MA', 'Dat']","[17, 14, 12, 4]"
"['agent_NA', 'agent_MA', 'agent_Khanh', 'longlee']","[15, 11, 9, 4]"
"['agent_MA', 'agent_NA', 'phi', 'agent_Khanh']","[15, 10, 9, 4]"
"['agent_Khanh', 'agent_MA', 'agent_NA', 'Trang9PM_1905']","[15, 14, 9, 1]"
"['agent_NA', 'agent_MA', 'Trangold', 'agent_Khanh']","[15, 12, 9, 1]"
"['agent_Khanh', 'agent_NA', 'agent_MA', 'Viet_Anh']","[15, 14, 7, 4]"
"['agent_NhatMinh', 'agent_MA', 'agent_Phong', 'agent_Khanh']","[15, 12, 8, 7]"
"['agent_NhatMinh', 'agent_MA', 'agent_Khanh', 'agent_random']","[19, 13, 11, 6]"
"['agent_NhatMinh', 'agent_MA', 'agent_Khanh', 'agent_Thu_Trang']","[21, 14, 5, 5]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_MA', 'agent_Khanh']","[19, 11, 9, 6]"
"['agent_NhatMinh', 'agent_MA', 'agent_Khanh', 'agent_xung']","[18, 8, 4, 2]"
"['agent_Khanh', 'agent_MA', 'agent_NhatMinh', 'Dat']","[16, 14, 14, 14]"
"['agent_MA', 'longlee', 'agent_Khanh', 'agent_NhatMinh']","[17, 16, 13, 12]"
"['agent_MA', 'agent_NhatMinh', 'phi', 'agent_Khanh']","[15, 11, 6, 5]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_MA', 'agent_Khanh']","[17, 12, 10, 1]"
"['Trangold', 'agent_MA', 'agent_NhatMinh', 'agent_Khanh']","[17, 11, 8, 6]"
"['Viet_Anh', 'agent_NhatMinh', 'agent_Khanh', 'agent_MA']","[15, 14, 11, 5]"
"['agent_Phong', 'agent_Khanh', 'agent_MA', 'agent_random']","[15, 12, 12, 7]"
"['agent_Thu_Trang', 'agent_Phong', 'agent_MA', 'agent_Khanh']","[16, 13, 11, 8]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Phong', 'agent_MA']","[21, 14, 14, 11]"
"['agent_xung', 'agent_MA', 'agent_Phong', 'agent_Khanh']","[17, 10, 10, 4]"
"['agent_Phong', 'agent_MA', 'Dat', 'agent_Khanh']","[15, 9, 7, 2]"
"['agent_MA', 'agent_Phong', 'agent_Khanh', 'longlee']","[15, 13, 8, 6]"
"['agent_Phong', 'agent_Khanh', 'agent_MA', 'phi']","[16, 15, 9, 7]"
"['agent_Khanh', 'agent_MA', 'agent_Phong', 'Trang9PM_1905']","[16, 14, 14, 12]"
"['agent_Phong', 'agent_Khanh', 'Trangold', 'agent_MA']","[16, 15, 15, 13]"
"['agent_MA', 'agent_Phong', 'agent_Khanh', 'Viet_Anh']","[17, 6, 4, 0]"
"['agent_Khanh', 'agent_MA', 'agent_Thu_Trang', 'agent_random']","[17, 14, 12, 4]"
"['agent_TongMinh', 'agent_MA', 'agent_Khanh', 'agent_random']","[15, 10, 3, 2]"
"['agent_xung', 'agent_Khanh', 'agent_MA', 'agent_random']","[17, 13, 13, 5]"
"['agent_MA', 'agent_Khanh', 'Dat', 'agent_random']","[15, 10, 7, 2]"
"['longlee', 'agent_MA', 'agent_Khanh', 'agent_random']","[15, 12, 8, 2]"
"['agent_Khanh', 'phi', 'agent_MA', 'agent_random']","[20, 15, 14, 9]"
"['agent_Khanh', 'agent_MA', 'agent_random', 'Trang9PM_1905']","[16, 8, 2, 2]"
"['agent_Khanh', 'agent_MA', 'Trangold', 'agent_random']","[15, 13, 12, 7]"
"['Viet_Anh', 'agent_MA', 'agent_Khanh', 'agent_random']","[23, 14, 6, 4]"
"['agent_TongMinh', 'agent_Khanh', 'agent_MA', 'agent_Thu_Trang']","[16, 15, 13, 12]"
"['agent_MA', 'agent_Thu_Trang', 'agent_xung', 'agent_Khanh']","[15, 13, 2, 1]"
"['Dat', 'agent_Khanh', 'agent_MA', 'agent_Thu_Trang']","[17, 14, 13, 12]"
"['agent_Thu_Trang', 'agent_MA', 'agent_Khanh', 'longlee']","[17, 4, 3, 1]"
"['phi', 'agent_MA', 'agent_Thu_Trang', 'agent_Khanh']","[15, 14, 6, 2]"
"['agent_Thu_Trang', 'agent_Khanh', 'agent_MA', 'Trang9PM_1905']","[15, 14, 10, 4]"
"['agent_Khanh', 'Trangold', 'agent_MA', 'agent_Thu_Trang']","[15, 12, 8, 8]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_MA', 'Viet_Anh']","[16, 5, 2, 0]"
"['agent_TongMinh', 'agent_MA', 'agent_Khanh', 'agent_xung']","[15, 10, 8, 0]"
"['agent_TongMinh', 'agent_MA', 'agent_Khanh', 'Dat']","[16, 10, 3, 0]"
"['longlee', 'agent_Khanh', 'agent_MA', 'agent_TongMinh']","[16, 13, 12, 5]"
"['phi', 'agent_TongMinh', 'agent_MA', 'agent_Khanh']","[16, 14, 13, 6]"
"['agent_MA', 'agent_TongMinh', 'Trang9PM_1905', 'agent_Khanh']","[17, 16, 11, 9]"
"['agent_Khanh', 'agent_MA', 'Trangold', 'agent_TongMinh']","[15, 12, 12, 6]"
"['Viet_Anh', 'agent_MA', 'agent_Khanh', 'agent_TongMinh']","[16, 14, 11, 10]"
"['Dat', 'agent_MA', 'agent_Khanh', 'agent_xung']","[15, 11, 5, 4]"
"['longlee', 'agent_MA', 'agent_Khanh', 'agent_xung']","[15, 7, 4, 3]"
"['agent_Khanh', 'agent_MA', 'agent_xung', 'phi']","[18, 16, 13, 7]"
"['agent_MA', 'Trang9PM_1905', 'agent_Khanh', 'agent_xung']","[15, 11, 9, 7]"
"['Trangold', 'agent_MA', 'agent_xung', 'agent_Khanh']","[15, 9, 7, 6]"
"['agent_xung', 'Viet_Anh', 'agent_Khanh', 'agent_MA']","[17, 10, 7, 5]"
"['Dat', 'agent_Khanh', 'longlee', 'agent_MA']","[15, 13, 8, 7]"
"['agent_Khanh', 'Dat', 'phi', 'agent_MA']","[17, 14, 10, 8]"
"['Trang9PM_1905', 'agent_Khanh', 'agent_MA', 'Dat']","[16, 14, 12, 3]"
"['Dat', 'Trangold', 'agent_Khanh', 'agent_MA']","[15, 12, 9, 2]"
"['agent_Khanh', 'Dat', 'agent_MA', 'Viet_Anh']","[15, 14, 11, 4]"
"['agent_Khanh', 'agent_MA', 'longlee', 'phi']","[15, 15, 9, 6]"
"['Trang9PM_1905', 'longlee', 'agent_MA', 'agent_Khanh']","[16, 13, 12, 5]"
"['agent_MA', 'agent_Khanh', 'Trangold', 'longlee']","[16, 10, 7, 6]"
"['Viet_Anh', 'agent_MA', 'longlee', 'agent_Khanh']","[15, 14, 12, 10]"
"['phi', 'Trang9PM_1905', 'agent_Khanh', 'agent_MA']","[15, 8, 5, 5]"
"['Trangold', 'agent_Khanh', 'agent_MA', 'phi']","[20, 14, 13, 12]"
"['phi', 'Viet_Anh', 'agent_MA', 'agent_Khanh']","[16, 9, 8, 5]"
"['agent_MA', 'Trang9PM_1905', 'Trangold', 'agent_Khanh']","[15, 10, 9, 1]"
"['Trang9PM_1905', 'agent_MA', 'agent_Khanh', 'Viet_Anh']","[15, 11, 9, 3]"
"['agent_MA', 'Trangold', 'Viet_Anh', 'agent_Khanh']","[15, 13, 9, 0]"
"['agent_NhatMinh', 'agent_NA', 'agent_Khanh', 'agent_Phong']","[16, 12, 11, 10]"
"['agent_Khanh', 'agent_NA', 'agent_NhatMinh', 'agent_random']","[16, 14, 11, 7]"
"['agent_NA', 'agent_Thu_Trang', 'agent_Khanh', 'agent_NhatMinh']","[15, 8, 6, 6]"
"['agent_NA', 'agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh']","[15, 8, 6, 4]"
"['agent_NA', 'agent_NhatMinh', 'agent_Khanh', 'agent_xung']","[15, 12, 5, 5]"
"['agent_NhatMinh', 'agent_NA', 'agent_Khanh', 'Dat']","[16, 12, 7, 2]"
"['agent_NhatMinh', 'longlee', 'agent_NA', 'agent_Khanh']","[21, 12, 10, 3]"
"['agent_NhatMinh', 'agent_NA', 'agent_Khanh', 'phi']","[16, 14, 9, 8]"
"['agent_NA', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh']","[15, 12, 8, 3]"
"['agent_NhatMinh', 'agent_NA', 'agent_Khanh', 'Trangold']","[20, 13, 4, 3]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_NA', 'Viet_Anh']","[15, 14, 12, 8]"
"['agent_NA', 'agent_Phong', 'agent_random', 'agent_Khanh']","[15, 14, 6, 3]"
"['agent_NA', 'agent_Phong', 'agent_Thu_Trang', 'agent_Khanh']","[15, 14, 7, 4]"
"['agent_NA', 'agent_Phong', 'agent_TongMinh', 'agent_Khanh']","[15, 12, 8, 4]"
"['agent_Phong', 'agent_NA', 'agent_Khanh', 'agent_xung']","[15, 13, 1, 0]"
"['Dat', 'agent_NA', 'agent_Khanh', 'agent_Phong']","[15, 13, 11, 10]"
"['agent_NA', 'longlee', 'agent_Phong', 'agent_Khanh']","[17, 16, 14, 9]"
"['agent_NA', 'agent_Phong', 'agent_Khanh', 'phi']","[15, 13, 9, 6]"
"['agent_Phong', 'agent_NA', 'Trang9PM_1905', 'agent_Khanh']","[16, 14, 6, 5]"
"['Trangold', 'agent_NA', 'agent_Phong', 'agent_Khanh']","[17, 10, 9, 1]"
"['agent_Khanh', 'agent_Phong', 'agent_NA', 'Viet_Anh']","[15, 11, 7, 5]"
"['agent_Khanh', 'agent_NA', 'agent_Thu_Trang', 'agent_random']","[15, 12, 8, 0]"
"['agent_NA', 'agent_Khanh', 'agent_TongMinh', 'agent_random']","[15, 13, 10, 3]"
"['agent_xung', 'agent_NA', 'agent_Khanh', 'agent_random']","[16, 10, 6, 1]"
"['agent_NA', 'Dat', 'agent_Khanh', 'agent_random']","[16, 14, 11, 4]"
"['agent_Khanh', 'agent_NA', 'longlee', 'agent_random']","[15, 9, 5, 3]"
"['agent_NA', 'agent_Khanh', 'phi', 'agent_random']","[16, 14, 4, 2]"
"['agent_Khanh', 'agent_NA', 'agent_random', 'Trang9PM_1905']","[15, 12, 5, 5]"
"['agent_NA', 'Trangold', 'agent_Khanh', 'agent_random']","[15, 14, 8, 4]"
"['agent_NA', 'Viet_Anh', 'agent_Khanh', 'agent_random']","[15, 7, 6, 4]"
"['agent_NA', 'agent_Khanh', 'agent_TongMinh', 'agent_Thu_Trang']","[16, 12, 12, 11]"
"['agent_Thu_Trang', 'agent_NA', 'agent_Khanh', 'agent_xung']","[15, 14, 6, 4]"
"['agent_NA', 'agent_Thu_Trang', 'Dat', 'agent_Khanh']","[17, 14, 14, 13]"
"['longlee', 'agent_Khanh', 'agent_NA', 'agent_Thu_Trang']","[19, 17, 15, 12]"
"['agent_NA', 'agent_Thu_Trang', 'phi', 'agent_Khanh']","[16, 14, 10, 6]"
"['Trang9PM_1905', 'agent_NA', 'agent_Thu_Trang', 'agent_Khanh']","[15, 13, 11, 3]"
"['Trangold', 'agent_Thu_Trang', 'agent_NA', 'agent_Khanh']","[15, 13, 10, 3]"
"['agent_Thu_Trang', 'agent_NA', 'agent_Khanh', 'Viet_Anh']","[15, 7, 4, 2]"
"['agent_TongMinh', 'agent_NA', 'agent_xung', 'agent_Khanh']","[20, 13, 11, 5]"
"['agent_Khanh', 'agent_NA', 'agent_TongMinh', 'Dat']","[15, 15, 13, 4]"
"['agent_NA', 'agent_Khanh', 'agent_TongMinh', 'longlee']","[16, 9, 7, 0]"
"['agent_TongMinh', 'agent_NA', 'agent_Khanh', 'phi']","[16, 13, 8, 3]"
"['Trang9PM_1905', 'agent_NA', 'agent_TongMinh', 'agent_Khanh']","[15, 10, 10, 1]"
"['agent_TongMinh', 'agent_NA', 'Trangold', 'agent_Khanh']","[19, 16, 12, 5]"
"['agent_TongMinh', 'agent_NA', 'agent_Khanh', 'Viet_Anh']","[16, 14, 12, 12]"
"['agent_NA', 'agent_Khanh', 'agent_xung', 'Dat']","[17, 16, 12, 7]"
"['agent_xung', 'agent_NA', 'agent_Khanh', 'longlee']","[15, 13, 7, 3]"
"['agent_NA', 'agent_Khanh', 'agent_xung', 'phi']","[16, 15, 14, 8]"
"['agent_NA', 'agent_Khanh', 'Trang9PM_1905', 'agent_xung']","[15, 13, 10, 5]"
"['Trangold', 'agent_NA', 'agent_xung', 'agent_Khanh']","[19, 16, 16, 9]"
"['agent_NA', 'agent_Khanh', 'agent_xung', 'Viet_Anh']","[15, 4, 4, 4]"
"['Dat', 'agent_NA', 'agent_Khanh', 'longlee']","[18, 11, 4, 4]"
"['agent_NA', 'Dat', 'phi', 'agent_Khanh']","[15, 4, 4, 3]"
"['agent_Khanh', 'agent_NA', 'Trang9PM_1905', 'Dat']","[16, 12, 6, 3]"
"['agent_NA', 'Dat', 'Trangold', 'agent_Khanh']","[15, 10, 10, 4]"
"['agent_NA', 'Viet_Anh', 'agent_Khanh', 'Dat']","[15, 9, 2, 1]"
"['agent_NA', 'agent_Khanh', 'phi', 'longlee']","[17, 12, 9, 6]"
"['agent_Khanh', 'Trang9PM_1905', 'longlee', 'agent_NA']","[18, 15, 13, 12]"
"['agent_NA', 'Trangold', 'agent_Khanh', 'longlee']","[15, 13, 3, 1]"
"['Viet_Anh', 'agent_NA', 'agent_Khanh', 'longlee']","[19, 11, 1, 1]"
"['phi', 'agent_NA', 'agent_Khanh', 'Trang9PM_1905']","[17, 12, 5, 4]"
"['agent_NA', 'phi', 'Trangold', 'agent_Khanh']","[15, 7, 5, 4]"
"['agent_Khanh', 'agent_NA', 'phi', 'Viet_Anh']","[21, 15, 12, 11]"
"['Trang9PM_1905', 'agent_NA', 'Trangold', 'agent_Khanh']","[16, 14, 11, 9]"
"['Trang9PM_1905', 'Viet_Anh', 'agent_NA', 'agent_Khanh']","[16, 16, 14, 6]"
"['agent_NA', 'Trangold', 'agent_Khanh', 'Viet_Anh']","[15, 7, 4, 2]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_Phong', 'agent_random']","[15, 13, 11, 6]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Thu_Trang', 'agent_Khanh']","[17, 10, 9, 3]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh', 'agent_Phong']","[17, 10, 8, 7]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Khanh', 'agent_xung']","[15, 12, 8, 7]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_Phong', 'Dat']","[16, 12, 11, 11]"
"['agent_Khanh', 'agent_Phong', 'agent_NhatMinh', 'longlee']","[16, 11, 10, 10]"
"['agent_NhatMinh', 'agent_Phong', 'agent_Khanh', 'phi']","[16, 11, 9, 4]"
"['agent_NhatMinh', 'agent_Phong', 'Trang9PM_1905', 'agent_Khanh']","[16, 13, 12, 11]"
"['agent_NhatMinh', 'agent_Phong', 'Trangold', 'agent_Khanh']","[16, 9, 7, 1]"
"['Viet_Anh', 'agent_NhatMinh', 'agent_Phong', 'agent_Khanh']","[15, 11, 10, 1]"
"['agent_NhatMinh', 'agent_Thu_Trang', 'agent_random', 'agent_Khanh']","[17, 8, 3, 1]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_TongMinh', 'agent_random']","[15, 7, 7, 0]"
"['agent_NhatMinh', 'agent_xung', 'agent_Khanh', 'agent_random']","[15, 12, 6, 2]"
"['agent_NhatMinh', 'Dat', 'agent_random', 'agent_Khanh']","[17, 6, 3, 2]"
"['longlee', 'agent_Khanh', 'agent_random', 'agent_NhatMinh']","[16, 13, 6, 5]"
"['agent_NhatMinh', 'agent_Khanh', 'phi', 'agent_random']","[16, 12, 7, 1]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh', 'agent_random']","[16, 11, 10, 1]"
"['agent_Khanh', 'Trangold', 'agent_NhatMinh', 'agent_random']","[19, 17, 13, 4]"
"['agent_NhatMinh', 'agent_Khanh', 'Viet_Anh', 'agent_random']","[16, 11, 11, 6]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_TongMinh']","[17, 9, 9, 8]"
"['agent_Thu_Trang', 'agent_xung', 'agent_Khanh', 'agent_NhatMinh']","[15, 6, 2, 2]"
"['agent_NhatMinh', 'Dat', 'agent_Khanh', 'agent_Thu_Trang']","[15, 11, 10, 10]"
"['agent_NhatMinh', 'longlee', 'agent_Khanh', 'agent_Thu_Trang']","[16, 14, 11, 10]"
"['agent_NhatMinh', 'agent_Thu_Trang', 'agent_Khanh', 'phi']","[15, 12, 9, 3]"
"['agent_NhatMinh', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Khanh']","[16, 13, 9, 8]"
"['Trangold', 'agent_Thu_Trang', 'agent_Khanh', 'agent_NhatMinh']","[18, 14, 13, 11]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_Thu_Trang', 'Viet_Anh']","[15, 13, 13, 11]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh', 'agent_xung']","[15, 11, 8, 6]"
"['Dat', 'agent_Khanh', 'agent_TongMinh', 'agent_NhatMinh']","[15, 13, 13, 12]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh', 'longlee']","[18, 12, 8, 7]"
"['agent_NhatMinh', 'agent_TongMinh', 'phi', 'agent_Khanh']","[15, 15, 15, 6]"
"['agent_Khanh', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_TongMinh']","[15, 10, 8, 6]"
"['agent_TongMinh', 'agent_NhatMinh', 'Trangold', 'agent_Khanh']","[18, 17, 11, 6]"
"['agent_Khanh', 'agent_TongMinh', 'agent_NhatMinh', 'Viet_Anh']","[17, 11, 7, 7]"
"['agent_NhatMinh', 'agent_xung', 'Dat', 'agent_Khanh']","[16, 10, 10, 5]"
"['agent_NhatMinh', 'agent_xung', 'agent_Khanh', 'longlee']","[18, 14, 13, 6]"
"['agent_NhatMinh', 'agent_Khanh', 'phi', 'agent_xung']","[16, 9, 9, 1]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_xung', 'Trang9PM_1905']","[16, 11, 11, 11]"
"['agent_NhatMinh', 'Trangold', 'agent_Khanh', 'agent_xung']","[17, 8, 5, 1]"
"['agent_xung', 'agent_Khanh', 'Viet_Anh', 'agent_NhatMinh']","[15, 9, 9, 5]"
"['agent_Khanh', 'agent_NhatMinh', 'Dat', 'longlee']","[16, 14, 5, 5]"
"['agent_NhatMinh', 'agent_Khanh', 'phi', 'Dat']","[22, 14, 14, 13]"
"['agent_NhatMinh', 'Trang9PM_1905', 'Dat', 'agent_Khanh']","[16, 9, 8, 4]"
"['Trangold', 'agent_NhatMinh', 'agent_Khanh', 'Dat']","[18, 14, 12, 8]"
"['agent_Khanh', 'agent_NhatMinh', 'Dat', 'Viet_Anh']","[18, 12, 5, 2]"
